Citation,Article Title,DOI,Wetland name,System,Class,Regime,Artificial,CW Water Chem,CW Soil ,Additional Modifiers,Source,Number Pools,Landuse,Nutrient Event Sampling,Category,Data_year first year of sampling,Location,Watershed Area (km^2),Lat,Long,Frequency,Age (years),Years monitored,Surface.area,What is P measured in?,How,Load_method,Notes,Article Title,TPloading g.m2.y,%retention,TPretention g.m2.y,Wetland name,Wetland.name,clusters8
White 1999,Sediment storage of phosphorus in a northern prairie wetland receiving municipal and agro-industrial wastewater,10.1016/S0925-8574(99)00024-5,Frank Lake,Palustrine,Emergent,Permanently Flooded,Y,No data,Organic,WWT,Wastewater,NA,Wetland,NA,Flow through,1995,Canada,NA,50.56764777,-113.7164305,sediment,5,5,1246,Sediment,NA,NA,Measured via cores and P uptake across landscape. Probably not the most accurate measure. Treating wastewater,Sediment storage of phosphorus in a northern prairie wetland receiving municipal and agro-industrial wastewater,1715.5,64,1097.92,Frank Lake,Frank Lake,1
White 2001,"Nutrient retention in a northern prairie marsh (Frank Lake, Alberta) receiving municipal and agro-industrial wastewater",10.1023/A:1005240000042,Frank Lake,Palustrine,Emergent,Permanently Flooded,Y,Alkaline,No data,WWT,Wastewater,4,Urban,N,Flow through,1994,Canada,342,50.56397,-113.713,monthly,5,1,1246,Water,Constant,Constant,,"Nutrient retention in a northern prairie marsh (Frank Lake, Alberta) receiving municipal and agro-industrial wastewater",56.85,60,34.11,Frank Lake,Frank Lake,1
Wilcock 2012,"Attenuation of Nitrogen, Phosphorus and E. coli Inputs from Pasture Runoff to Surface Waters by a Farm Wetland: the Importance of Wetland Shape and Residence Time",,Farm wetland lower sites Y1,Palustrine,Emergent,Semipermanently Flooded,Y,No data,No data,,Stream/River,1,Agriculture,N,Flow through,2007,New Zealand,0.8,-37.751,175.5933,monthly,NA,3,0.08,Water,Flow-weighted concentrations,flow-weighted,,"Attenuation of Nitrogen, Phosphorus and E. coli Inputs from Pasture Runoff to Surface Waters by a Farm Wetland: the Importance of Wetland Shape and Residence Time",7,61,45.13,Farm wetland lower sites Y1,Farm wetland lower sites Y1,2
Wilcock 2012,"Attenuation of Nitrogen, Phosphorus and E. coli Inputs from Pasture Runoff to Surface Waters by a Farm Wetland: the Importance of Wetland Shape and Residence Time",10.1007/s11270-011-0876-8,Farm wetland Upper sites Y1,Palustrine,Emergent,Semipermanently Flooded,Y,No data,No data,,Stream/River,1,Agriculture,N,Flow through,2007,New Zealand,0.8,-37.7494,175.5919,monthly,NA,3,0.08,Water,Flow-weighted concentrations,flow-weighted,,"Attenuation of Nitrogen, Phosphorus and E. coli Inputs from Pasture Runoff to Surface Waters by a Farm Wetland: the Importance of Wetland Shape and Residence Time",63.75,96,84.26,Farm wetland Upper sites Y1,Farm wetland Upper sites Y1,2
Wissler 2020,Hydrologic and water quality performance of two aging and unmaintained dry detention basins receiving highway stormwater runoff,10.1016/j.jenvman.2019.109853,Dry Drainage Basin 1,Palustrine,Forested,Intermittently Flooded,N,No data,Mineral,,Runoff,NA,Forest,Y,Flow through,2018,"US, NC",0.0636,35.85804898,-78.51646318,event,10,1,,Water,Event Sampling (then assume Constant,event,,Hydrologic and water quality performance of two aging and unmaintained dry detention basins receiving highway stormwater runoff,NA,68,NA,Dry Drainage Basin 1,Dry Drainage Basin 1,3
Wissler 2020,Hydrologic and water quality performance of two aging and unmaintained dry detention basins receiving highway stormwater runoff,,Dry Drainage Basin 2,Palustrine,Forested,Intermittently Flooded,N,No data,Mineral,,Runoff,NA,Forest,Y,Flow through,2018,"US, NC",0.008,35.85804898,-78.51646318,event,10,1,,Water,Event Sampling (then assume Constant,event,,Hydrologic and water quality performance of two aging and unmaintained dry detention basins receiving highway stormwater runoff,NA,74,NA,Dry Drainage Basin 2,Dry Drainage Basin 2,3
Wood 2008,A long term assessment of phosphorus treatment by a constructed wetland receiving dairy wastewater,10.1672/07-163.1,Surface flow wetland,Palustrine,Emergent,Semipermanently Flooded,Y,No data,No data,WWT,Wastewater,1,Urban,N,Isolated,2000,Canada,NA,45.75005238,-62.83335476,weekly,2,5,0.01,Water,Constant,Constant,Monthly TP and SRP concentrations are available in graphs,A long term assessment of phosphorus treatment by a constructed wetland receiving dairy wastewater,54.75,NA,29.4,Surface flow wetland,Surface flow wetland,1
Wu 2017,Long-term performance of an integrated constructed wetland for advanced treatment of mixed wastewater,10.1016/j.ecoleng.2016.11.032,Foshan City Integrated system,Palustrine,Emergent,Saturated,Y,Neutral,Mineral,Pumped,Stream/River,3,Floodplain,N,Flow through,2009,China,,23.21060037,112.9712201,seasonally,2,6,0.5,Water,Constant,Constant,,Long-term performance of an integrated constructed wetland for advanced treatment of mixed wastewater,138.7,45,62.42,Foshan City Integrated system,Foshan City Integrated system,2
Yan 2021,Comprehensive Management of Rural Water Pollution in Polder Wetland: a Case Study of the Chenhai Wei Polder Wetland in the Taihu Basin of China,10.1007/s13157-021-01428-3,Chenhai Wei Polder Wetland,Palustrine,Emergent,Permanently Flooded,Y,No data,No data,Pumped,Stream/River,N/A,Agriculture,N,Flow through,2016,China,,31.66724079,120.5985917,weekly,1,3,26.6,Water,Constant,Constant,"Kindof odd they calculate without volume of water, just using volume of pollutant entering the wetland, and the pollutant removal rate calculated with concentrations at the inlet and outlet.",Comprehensive Management of Rural Water Pollution in Polder Wetland: a Case Study of the Chenhai Wei Polder Wetland in the Taihu Basin of China,0.09,38.96,0.04,Chenhai Wei Polder Wetland,Chenhai Wei Polder Wetland,2
Yazdi 2021,Efficacy of a retention pond in treating stormwater nutrients and sediment,10.1016/j.jclepro.2021.125787,City View Park Retention Pond,Palustrine,Aquatic Bed,Permanently Flooded,N,Neutral,No data,,Stream/River,1,Urban,Y,Flow through,2018,"US, Virginia",0.075,36.77800453,-76.1975833,event,,1,0.22,Water,NA,NA,,Efficacy of a retention pond in treating stormwater nutrients and sediment,8.15,8.4,0.68,City View Park Retention Pond,City View Park Retention Pond,2
Younger 2014,Synergistic wetland treatment of sewage and mine water: Pollutant removal performance of the first full-scale system,10.1016/j.watres.2014.02.024,Lamesly co-treatment wetland system,Palustrine,Emergent,Permanently Flooded,Y,Neutral,No data,WWT,Wastewater,NA,Urban,N,Flow through,2007,England,NA,54.90545977,-1.599356715,bimonthly,2,5,5.4,Water,Constant,Constant,,Synergistic wetland treatment of sewage and mine water: Pollutant removal performance of the first full-scale system,250.76,60.41,151.48,Lamesly co-treatment wetland system,Lamesly co-treatment wetland system,1
Zak 2018,Nitrogen and Phosphorus Removal from Agricultural Runoff in Integrated Buffer Zones,10.1021/acs.est.8b01036,IBZ I,Palustrine,Forested,Semipermanently Flooded,N,No data,Mineral,,Runoff,2,Agriculture,N,,2015,Denmark,0.3,55.95503001,10.09144635,biweekly,1,1,0.0125,Water,NA,NA,NEED CLOSER LOOK DURING 2ND PASS! Do we consider outlet of pond or overal integrated buffer zone?? %removal estimated based on average values from the manuscript (for the pond in the integrated buffer),Nitrogen and Phosphorus Removal from Agricultural Runoff in Integrated Buffer Zones,2.15,29.41,0.63,IBZ I,IBZ I,3
Zak 2018,Nitrogen and Phosphorus Removal from Agricultural Runoff in Integrated Buffer Zones,,IBZ II,Palustrine,Forested,Semipermanently Flooded,N,No data,Mineral,,Runoff,2,Agriculture,N,,2015,Denmark,0.3,55.95503001,10.09144635,biweekly,1,1,0.0125,Water,NA,NA,NEED CLOSER LOOK DURING 2ND PASS! Do we consider outlet of pond or overal integrated buffer zone?? %removal estimated based on average values from the manuscript (for the pond in the integrated buffer),Nitrogen and Phosphorus Removal from Agricultural Runoff in Integrated Buffer Zones,3.02,23.53,0.71,IBZ II,IBZ II,3
Zhang 2014,Start-up performance of a novel constructed riparian wetland for removing phosphorus from agricultural runoff,10.1080/1943815X.2014.900085,Liangzi Lake,Palustrine,Emergent,Semipermanently Flooded,N,Neutral,No data,,Runoff,3,Agriculture,N,Coastal,2009,China,0.47,30.20028274,114.4477676,monthly,1,1,0.28,Water,Constant,Constant,,Start-up performance of a novel constructed riparian wetland for removing phosphorus from agricultural runoff,0.94,46.5,0.44,Liangzi Lake,Liangzi Lake,3
Zhang 2015,"Budget and Fate of Phosphorus and Trace Metals in a Heavily Loaded Shallow Reservoir (Shahe, Beijing City)",10.1002/clen.201300231,Shahe Reservoir,Palustrine,Aquatic Bed,Permanently Flooded,N,Alkaline,Mineral,WWT,Wastewater,NA,Floodplain,N,Flow through,2009,China,1099,40.13330497,116.3074955,monthly,NA,1,186,Water,Constant,Constant,,"Budget and Fate of Phosphorus and Trace Metals in a Heavily Loaded Shallow Reservoir (Shahe, Beijing City)",59.14,3.64,10.96,Shahe Reservoir,Shahe Reservoir,2
Zhao 2016,"Agricultural runoff pollution control by a grassed swales coupled with wetland detention ponds system: a case study in Taihu Basin, China",10.1007/s11356-016-6150-2,Xuebu Town,Palustrine,Emergent,Semipermanently Flooded,N,No data,Mineral,,Runoff,2,Urban,N,Flow through,2012,China,0.133,31.68164958,119.4104511,event,1,1,0.076,Water,NA,Event,,"Agricultural runoff pollution control by a grassed swales coupled with wetland detention ponds system: a case study in Taihu Basin, China",38.84,81.3,31.57,Xuebu Town,Xuebu Town,3
Zhao 2020,"Large scale constructed wetlands for phosphorus removal, an effective nonpoint source pollution treatment technology",10.1016/j.ecoleng.2019.105711,FW1,Palustrine,Emergent,Permanently Flooded,Y,No data,No data,Pumped,Runoff,1,Wetland,N,Flow through,2002,"US, Florida",NA,26.65332939,-80.51350521,event,16,15,745,Water,Flow-weighted concentrations,flow-weighted,,"Large scale constructed wetlands for phosphorus removal, an effective nonpoint source pollution treatment technology",0.91,85,0.77,FW1,FW1,3
Zhao 2020,"Large scale constructed wetlands for phosphorus removal, an effective nonpoint source pollution treatment technology",,FW3,Palustrine,Aquatic Bed,Permanently Flooded,Y,No data,No data,Pumped,Runoff,1,Wetland,N,Flow through,2002,"US, Florida",NA,26.65332939,-80.51350521,event,16,15,929,Water,Flow-weighted concentrations,flow-weighted,,"Large scale constructed wetlands for phosphorus removal, an effective nonpoint source pollution treatment technology",1.33,80,1.06,FW3,FW3,2
Zhao 2020,"Large scale constructed wetlands for phosphorus removal, an effective nonpoint source pollution treatment technology",,FW2,Palustrine,Emergent,Permanently Flooded,Y,No data,No data,Pumped,Runoff,1,Wetland,N,Flow through,2002,"US, Florida",NA,26.65332939,-80.51350521,event,16,15,960,Water,Flow-weighted concentrations,flow-weighted,,"Large scale constructed wetlands for phosphorus removal, an effective nonpoint source pollution treatment technology",1.57,76,1.19,FW2,FW2,3
Zhao 2020,"Large scale constructed wetlands for phosphorus removal, an effective nonpoint source pollution treatment technology",,Cell2B,Palustrine,Emergent,Permanently Flooded,Y,No data,No data,Pumped,Runoff,1,Wetland,N,Flow through,2006,"US, Florida",NA,26.65332939,-80.51350521,event,13,11,1151,Water,Flow-weighted concentrations,flow-weighted,,"Large scale constructed wetlands for phosphorus removal, an effective nonpoint source pollution treatment technology",0.41,17,0.07,Cell2B,Cell2B,3
Zhao 2020,"Large scale constructed wetlands for phosphorus removal, an effective nonpoint source pollution treatment technology",,Cell1B,Palustrine,Emergent,Permanently Flooded,Y,No data,No data,Pumped,Runoff,1,Wetland,N,Flow through,2006,"US, Florida",NA,26.65332939,-80.51350521,event,13,11,1399,Water,Flow-weighted concentrations,flow-weighted,,"Large scale constructed wetlands for phosphorus removal, an effective nonpoint source pollution treatment technology",0.61,58,0.35,Cell1B,Cell1B,3
Zhao 2020,"Large scale constructed wetlands for phosphorus removal, an effective nonpoint source pollution treatment technology",,Cell2A,Palustrine,Emergent,Permanently Flooded,Y,No data,No data,Pumped,Runoff,1,Wetland,N,Flow through,2006,"US, Florida",NA,26.65332939,-80.51350521,event,13,11,1014,Water,Flow-weighted concentrations,flow-weighted,,"Large scale constructed wetlands for phosphorus removal, an effective nonpoint source pollution treatment technology",1.31,71,0.93,Cell2A,Cell2A,3
Zhao 2020,"Large scale constructed wetlands for phosphorus removal, an effective nonpoint source pollution treatment technology",,Cell1A,Palustrine,Emergent,Permanently Flooded,Y,No data,No data,Pumped,Runoff,1,Wetland,N,Flow through,2006,"US, Florida",NA,26.65332939,-80.51350521,event,13,11,1222,Water,Flow-weighted concentrations,flow-weighted,,"Large scale constructed wetlands for phosphorus removal, an effective nonpoint source pollution treatment technology",1.61,56,0.9,Cell1A,Cell1A,3
Zhao 2020,"Large scale constructed wetlands for phosphorus removal, an effective nonpoint source pollution treatment technology",,Cell3B,Palustrine,Emergent,Permanently Flooded,Y,No data,No data,Pumped,Runoff,1,Wetland,N,Flow through,2009,"US, Florida",NA,26.65332939,-80.51350521,event,13,8,845,Water,Flow-weighted concentrations,flow-weighted,,"Large scale constructed wetlands for phosphorus removal, an effective nonpoint source pollution treatment technology",0.66,47,0.31,Cell3B,Cell3B,3
Zhao 2020,"Large scale constructed wetlands for phosphorus removal, an effective nonpoint source pollution treatment technology",,Cell3A,Palustrine,Emergent,Permanently Flooded,Y,No data,No data,Pumped,Runoff,1,Wetland,N,Flow through,2009,"US, Florida",NA,26.65332939,-80.51350521,event,13,8,977,Water,Flow-weighted concentrations,flow-weighted,,"Large scale constructed wetlands for phosphorus removal, an effective nonpoint source pollution treatment technology",1.34,59,0.79,Cell3A,Cell3A,3
Zheng 2016,Effects of interspecific competition on the growth of macrophytes and nutrient removal in constructed wetlands: A comparative assessment of free water surface and horizontal subsurface flow systems,10.1016/j.biortech.2016.02.008,FWS Wetland,Palustrine,Emergent,Saturated,Y,No data,Mineral,WWT,Wastewater,1,Floodplain,N,Flow through,2010,China,,34.38182605,108.8513353,weekly,1,2,0.1125,Water,Constant,Constant,,Effects of interspecific competition on the growth of macrophytes and nutrient removal in constructed wetlands: A comparative assessment of free water surface and horizontal subsurface flow systems,124.4,56.75,70.6,FWS Wetland,FWS Wetland,1
Zheng 2016,Effects of interspecific competition on the growth of macrophytes and nutrient removal in constructed wetlands: A comparative assessment of free water surface and horizontal subsurface flow systems,,SSF Wetland,Palustrine,Emergent,Saturated,Y,No data,No data,WWT,Wastewater,1,Floodplain,N,Flow through,2010,China,,34.38182605,108.8513353,weekly,1,2,0.068,Water,Constant,Constant,,Effects of interspecific competition on the growth of macrophytes and nutrient removal in constructed wetlands: A comparative assessment of free water surface and horizontal subsurface flow systems,124.4,69.94,87.01,SSF Wetland,SSF Wetland,1
Zheng 2016,Performance of a pilot demonstration-scale hybrid constructed wetland system for on-site treatment of polluted urban river water in Northwestern China,,Zaohe River CW D,Palustrine,Emergent,Permanently Flooded,Y,No data,Mineral,WWT,Wastewater,3,Urban,N,Flow through,2010,China,135,34.3880739,108.8524324,weekly,,2,0.172,Water,NA,NA,,Performance of a pilot demonstration-scale hybrid constructed wetland system for on-site treatment of polluted urban river water in Northwestern China,56.28,79.5,44.74,Zaohe River CW D,Zaohe River CW D,1
Zheng 2016,Performance of a pilot demonstration-scale hybrid constructed wetland system for on-site treatment of polluted urban river water in Northwestern China,,Zaohe River CW C,Palustrine,Emergent,Saturated,Y,No data,Mineral,WWT,Wastewater,3,Urban,N,Flow through,2010,China,135,34.3880739,108.8524324,weekly,,2,0.148,Water,NA,NA,,Performance of a pilot demonstration-scale hybrid constructed wetland system for on-site treatment of polluted urban river water in Northwestern China,65.4,79.5,52,Zaohe River CW C,Zaohe River CW C,1
Zheng 2016,Performance of a pilot demonstration-scale hybrid constructed wetland system for on-site treatment of polluted urban river water in Northwestern China,,Zaohe River CW E,Palustrine,Emergent,Permanently Flooded,Y,No data,Mineral,WWT,Wastewater,3,Urban,N,Flow through,2010,China,135,34.3880739,108.8524324,weekly,,2,0.18,Water,NA,NA,,Performance of a pilot demonstration-scale hybrid constructed wetland system for on-site treatment of polluted urban river water in Northwestern China,71.18,76.9,54.73,Zaohe River CW E,Zaohe River CW E,1
Zheng 2016,Performance of a pilot demonstration-scale hybrid constructed wetland system for on-site treatment of polluted urban river water in Northwestern China,,Zaohe River CW B,Palustrine,Emergent,Saturated,Y,No data,Mineral,WWT,Wastewater,3,Urban,N,Flow through,2010,China,135,34.3880739,108.8524324,weekly,,2,0.114,Water,NA,NA,,Performance of a pilot demonstration-scale hybrid constructed wetland system for on-site treatment of polluted urban river water in Northwestern China,84.91,71.8,60.97,Zaohe River CW B,Zaohe River CW B,1
